PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] IBM_1.raw.PG.Quantity,[2] IBM_2.raw.PG.Quantity,[3] IBM_3.raw.PG.Quantity,[4] IBM_4.raw.PG.Quantity,[5] IBM_5.raw.PG.Quantity,[6] IBM_6.raw.PG.Quantity,[7] IBM_7.raw.PG.Quantity,[8] IBM_8.raw.PG.Quantity,[9] IBM_9.raw.PG.Quantity,[10] IBM_10.raw.PG.Quantity,[11] IBM_11.raw.PG.Quantity,[12] IBM_12.raw.PG.Quantity,[13] IBM_13.raw.PG.Quantity,[14] IBM_14.raw.PG.Quantity,[15] IBM_15.raw.PG.Quantity,[16] IBM_16.raw.PG.Quantity,[17] IBM_17.raw.PG.Quantity,[18] IBM_CTRL_1.raw.PG.Quantity,[19] IBM_CTRL_2.raw.PG.Quantity,[20] IBM_CTRL_3.raw.PG.Quantity,[21] IBM_CTRL_4.raw.PG.Quantity
Q5TFE4,NT5DC1,5'-nucleotidase domain-containing protein 1,39652.43359375,30478.30859375,40357.4609375,32097.052734375,33490.4140625,53163.27734375,42735.546875,44663.72265625,24126.416015625,41425.78125,23771.38671875,30667.3515625,32126.62109375,55849.921875,32437.279296875,46894.140625,62927.92578125,45441.8359375,62296.3046875,61438.34375,37646.66796875
Q5TGY3,AHDC1,AT-hook DNA-binding motif-containing protein 1,NaN,NaN,6560.04931640625,NaN,NaN,NaN,NaN,6715.75439453125,6980.62109375,11667.1123046875,NaN,9982.2216796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89699.96875,NaN
Q5TGZ0,MICOS10,MICOS complex subunit MIC10,36340.09375,NaN,3570.4033203125,17372.892578125,3921.318115234375,16956.267578125,35274.3046875,14481.4814453125,41371.79296875,22635.76953125,51591.4921875,14795.0439453125,161596.578125,37638.640625,34753.73046875,NaN,41206.55859375,24724.859375,77507.6484375,14286.9677734375,20648.46484375
Q5THJ4,VPS13D,Vacuolar protein sorting-associated protein 13D,4227.95751953125,7498.04638671875,3494.975341796875,9908.8125,7372.0703125,4533.11376953125,4083.618896484375,3531.66015625,4157.02587890625,3586.8955078125,6464.5634765625,3293.28662109375,4064.62841796875,5957.96630859375,4097.7265625,5968.23486328125,4672.07958984375,3556.09716796875,4706.3466796875,3860.35693359375,2716.1591796875
Q5TZA2,CROCC,Rootletin,3.1941823959350586,22431.6796875,3919.272705078125,NaN,NaN,NaN,NaN,2793.55859375,NaN,10360.4892578125,NaN,23210.89453125,NaN,NaN,NaN,NaN,6339.00146484375,NaN,NaN,NaN,NaN
Q5U3C3,TMEM164,Transmembrane protein 164,19030.330078125,25720.724609375,17961.564453125,21573.37109375,28895.201171875,25150.4453125,27536.828125,29629.56640625,17987.046875,21650.51953125,18268.91796875,24854.501953125,15705.08203125,20529.498046875,23833.509765625,33395.75390625,38669.48046875,45322.02734375,23027.685546875,21762.427734375,31352.24609375
Q5U5X0,LYRM7,Complex III assembly factor LYRM7,55264.87890625,131870.96875,19999.33984375,34236.05078125,188139.046875,49500.83984375,64555.78125,35825.59765625,58321.4296875,29976.9921875,59304.6875,22776.974609375,55242.48828125,121422.1796875,57072.39453125,94425.546875,122744.828125,165379.765625,150722.6875,76909.2265625,105951.2109375
Q5U651,RASIP1,Ras-interacting protein 1,12080.00390625,13689.4111328125,18733.95703125,13391.4228515625,32311.013671875,18940.779296875,13566.673828125,32709.29296875,19992.15234375,48968.8359375,11690.0068359375,55360.24609375,19523.9375,13812.1982421875,9077.884765625,21604.599609375,8427.994140625,14850.197265625,15237.4609375,9878.765625,141.97506713867188
Q5VIR6,VPS53,Vacuolar protein sorting-associated protein 53 homolog,22291.75,30499.404296875,35050.91015625,31364.48828125,27411.9296875,33436.59375,25036.40234375,28646.935546875,33225.6328125,39317.26171875,29363.56640625,42895.1875,31449.556640625,27999.974609375,24269.87109375,22141.052734375,26641.5390625,23162.47265625,19949.330078125,22676.23828125,18254.951171875
Q5VSL9,STRIP1,Striatin-interacting protein 1,30302.076171875,33406.57421875,38624.50390625,28008.6796875,35274.14453125,23230.865234375,22459.44140625,26361.31640625,20475.0546875,33582.06640625,28443.359375,28356.560546875,19782.99609375,20236.208984375,26697.099609375,24817.01953125,19444.6171875,15796.40234375,17235.8359375,14205.220703125,13230.470703125
Q5VST9,OBSCN,Obscurin,1630117.5,1538212.125,1836148.625,1626504.875,1822974.375,1270199.125,1308592,1649094.375,1213090.5,1527856.5,1427872.5,846493.375,1810293.125,1682759,1382240.875,2956076.25,1359141.625,1901635.625,1805742.5,1277451.25,1617447.875
Q5VT25,CDC42BPA,Serine/threonine-protein kinase MRCK alpha,6089.33203125,5664.5,5886.0126953125,4859.95556640625,6762.65673828125,4810.85205078125,NaN,6394.8271484375,5575.35009765625,7400.6181640625,5722.7958984375,8580.775390625,4385.318359375,4748.1708984375,5258.96240234375,6062.92431640625,NaN,NaN,3767.40478515625,21005.208984375,NaN
Q5VT52,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,9420.873046875,4845.85302734375,6196.701171875,5527.17138671875,12422.4140625,10302.2099609375,NaN,8720.3896484375,9434.3837890625,10917.353515625,5495.92236328125,10684.52734375,11001.5009765625,15526,4865.19482421875,NaN,NaN,10425.779296875,NaN,13110.6943359375,2.4771416187286377
Q5VT99,LRRC38,Leucine-rich repeat-containing protein 38,16846.958984375,25596.45703125,NaN,9222.314453125,38192.83203125,19982.9765625,24865.32421875,6419.00732421875,26662.236328125,7853.384765625,91916.4140625,NaN,52537.09765625,30055.048828125,19358.765625,12356.9765625,13429.34375,34685.9453125,48401.6796875,39022.640625,NaN
Q5VTJ3,KLHDC7A,Kelch domain-containing protein 7A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,938.94140625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5VTL8,PRPF38B,Pre-mRNA-splicing factor 38B,22544.115234375,5007.62841796875,22330.111328125,10706.259765625,14441.6318359375,10765.7236328125,5680.00146484375,14822.171875,12710.64453125,18761.59765625,10112.1240234375,15402.9833984375,NaN,12168.4951171875,6330.8212890625,5656.3544921875,5744.84326171875,5723.48291015625,10921.8173828125,NaN,4389.0322265625
Q5VTQ0,TTC39B,Tetratricopeptide repeat protein 39B,7332.10302734375,NaN,1427.7445068359375,19005.525390625,3767.581787109375,2600.51513671875,NaN,2765.31103515625,NaN,8594.6181640625,NaN,4392.6875,5837.51220703125,NaN,NaN,4752.6728515625,NaN,NaN,8560.220703125,7587.85986328125,NaN
Q5VTR2,RNF20,E3 ubiquitin-protein ligase BRE1A,12566.5517578125,6418.83935546875,14851.7109375,8553.474609375,13742.896484375,6965.4921875,7385.42333984375,9671.23828125,11299.00390625,17835.380859375,5797.32763671875,27436.189453125,9138.9130859375,NaN,11758.3388671875,NaN,NaN,NaN,NaN,NaN,5162.1376953125
Q5VTT5,MYOM3,Myomesin-3,3207457.75,4557941,2663635.75,4230160.5,4385379.5,3254588.75,4045421,2634150.5,2699622.25,1930434,5639767,624054.6875,4082326,4643518,4061140.5,6410189,3710117.75,2611616.75,3703433,2709308.25,3512068.25
Q5VU97,CACHD1,VWFA and cache domain-containing protein 1,NaN,NaN,NaN,2.2939493656158447,NaN,NaN,1.589932918548584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.798872470855713,NaN,0.00040048215305432677,NaN,NaN,NaN
Q5VV42,CDKAL1,Threonylcarbamoyladenosine tRNA methylthiotransferase,15873.8115234375,2648.813232421875,10381.76953125,8246.6337890625,8386.3525390625,2874.49169921875,NaN,10619.5087890625,7968.4697265625,15842.8486328125,5175.716796875,7473.16455078125,5601.509765625,15165.0166015625,9339.712890625,NaN,12095.759765625,NaN,NaN,NaN,NaN
Q5VV52,ZNF691,Zinc finger protein 691,NaN,1031.005126953125,NaN,1091.1961669921875,NaN,1424.97509765625,NaN,NaN,157.95054626464844,NaN,4863.00341796875,NaN,3941.800537109375,1667.234130859375,538.198974609375,NaN,543.4559936523438,NaN,9633.7373046875,15777.177734375,NaN
Q5VVC0,SPO16,Protein SPO16 homolog,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133388.46875,231371.171875,NaN,64692.46484375,NaN,25553.2265625,357179.0625,39040.05859375,NaN,NaN,NaN,NaN,NaN
Q5VVJ2,MYSM1,Deubiquitinase MYSM1,NaN,4006.850830078125,4137.8447265625,3517.94970703125,3945.156982421875,4043.96923828125,3517.70849609375,3654.13671875,3582.628173828125,6884.1884765625,2972.349853515625,NaN,NaN,5013.22119140625,3521.14404296875,3156.46630859375,6925.40966796875,5537.15966796875,5295.16650390625,6629.78857421875,5394.041015625
Q5VVQ6,YOD1,Ubiquitin thioesterase OTU1,20011.298828125,36909.6796875,40256.8359375,68892.3359375,52532.5546875,16479.974609375,58628.23828125,15587.51171875,49046.515625,9092.306640625,67576.421875,90597.0859375,18214.203125,28149.5703125,49480.16796875,19134.623046875,19756.328125,25205.220703125,20098.572265625,50505.75390625,38651.79296875
Q5VW32,BROX,BRO1 domain-containing protein BROX,60668.05078125,74050.078125,61197.8828125,42148.95703125,60752.1171875,73291.34375,58582.87890625,55525.01953125,46273.76171875,57678.609375,38599.22265625,87225.21875,54631.37890625,104450.6875,63048.7109375,65637.5703125,107678.7890625,56780.25,100641.6953125,99483.15625,71675.6640625
Q5VW36,FOCAD,Focadhesin,14302.0341796875,16187.0517578125,19225.607421875,30934.96484375,27547.19921875,14103.0166015625,17310.6875,16430.806640625,12059.8505859375,18917.65234375,15067.8662109375,13409.435546875,19777.298828125,12421.3642578125,12393.107421875,20245.19140625,11794.87109375,13106.228515625,13280.408203125,15504.4609375,9102.2880859375
Q5VWC8,HACD4,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4,12451.6953125,2779.713623046875,9809.4453125,10611.36328125,5348.85595703125,4750.15966796875,7952.6513671875,11288.5,11941.21484375,18204.73046875,7421.41064453125,15104.201171875,4884.76171875,2391.9189453125,6035.67724609375,6143.412109375,2441.098876953125,5191.54248046875,842.8359375,1957.022705078125,NaN
Q5VWJ9,SNX30,Sorting nexin-30,2306.01904296875,NaN,3038.22021484375,NaN,NaN,NaN,NaN,713.887939453125,NaN,7000.55322265625,NaN,7565.79736328125,1656.1229248046875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5VWP3,MLIP,Muscular LMNA-interacting protein,249003.5625,369588.21875,181918,330961.875,361491.21875,507644.25,304211.53125,262331.46875,323477.46875,283258.15625,385127.75,241403.5,592996.625,599753.8125,435148.78125,397425.90625,363050.4375,240204.375,362275.3125,313174.34375,346253.65625
Q5VWQ8,DAB2IP,Disabled homolog 2-interacting protein,5836.72119140625,3876.24365234375,4511.18017578125,1300.35205078125,NaN,2687.38427734375,3745.914794921875,4597.4599609375,4120.58349609375,7222.52099609375,2023.094970703125,9033.1611328125,2905.430908203125,4085.058837890625,3630.098876953125,NaN,4883.328125,NaN,2460.8681640625,NaN,15952.0986328125
Q5VWZ2,LYPLAL1,Lysophospholipase-like protein 1,139700.15625,205307.703125,117099.0078125,98735.359375,106462.96875,136501.15625,132871.8125,126682.015625,101843.3203125,114883.3828125,96839.4765625,105957.546875,136522.46875,109611.7265625,105732.6953125,120038.0390625,52092.53515625,NaN,98514.609375,62344.47265625,101439.640625
Q5VXT5,SYPL2,Synaptophysin-like protein 2,1424529.625,2998398.25,1842705.125,1725209.375,2372404.75,2374712.25,2400619,1705552.25,1670319.375,1961952.25,2333253,1602120.75,1602312.875,2244238,2161356,1895341.625,4045951,3209013,3184126.25,2236312.25,3841387.5
Q5VYK3,ECPAS,Proteasome adapter and scaffold protein ECM29,175368.59375,274054.84375,190355.640625,262638.125,267745.59375,274480.40625,181899.296875,174811.546875,190107.53125,186727.625,243976.546875,146544.140625,286732,371913.8125,236200.234375,237383.265625,301023.75,215206.640625,298089.28125,342198.46875,273176.53125
Q5VYS8,TUT7,Terminal uridylyltransferase 7,NaN,NaN,4401.2275390625,NaN,NaN,NaN,NaN,2763.597412109375,NaN,3296.074462890625,NaN,3959.669677734375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5VYY1,ANKRD22,Ankyrin repeat domain-containing protein 22,23402.255859375,NaN,10173.7431640625,NaN,NaN,12603.3154296875,4805.55859375,13889.5693359375,8331.17578125,20112.5625,NaN,NaN,7716.64501953125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q5VZ89,DENND4C,DENN domain-containing protein 4C,13997.837890625,9200.810546875,13896.7666015625,10632.5546875,12017.5908203125,10317.0263671875,8916.1259765625,13966.865234375,9123.2392578125,19994.64453125,7797.39990234375,21083.005859375,12059.0537109375,9034.9541015625,7539.14892578125,9252.2998046875,5565.24951171875,5192.4970703125,6737.82080078125,4848.6630859375,5544.55322265625
Q5VZE5,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",12836.41796875,16904.892578125,10908.142578125,12486.275390625,11103.6875,23339.9296875,17092.888671875,15902.376953125,12847.7021484375,21485.625,11551.1884765625,17058.77734375,18779.396484375,17623.818359375,15938.0615234375,13499.40234375,24017.107421875,18161.59375,20023.904296875,13096.7001953125,21742.87890625
Q5VZK9,CARMIL1,F-actin-uncapping protein LRRC16A,7336.42041015625,NaN,6400.32421875,12232.5166015625,NaN,NaN,1768.4241943359375,6108.998046875,6652.501953125,7980.87548828125,NaN,16929.275390625,NaN,NaN,NaN,8011.80712890625,NaN,NaN,NaN,NaN,NaN
Q5VZP5,STYXL2,Serine/threonine/tyrosine-interacting-like protein 2,51418.5,44396.45703125,87936.3984375,68641.921875,51069.4296875,41915.71484375,50271.77734375,57094.234375,38968.6484375,55954.15234375,37723.17578125,35565.60546875,59166.70703125,61224.6015625,57311.7578125,59631.95703125,40618,20240.955078125,36346.7890625,27926.3671875,26456.79296875
Q5W0A0,ERICH6B,Glutamate-rich protein 6B,NaN,NaN,NaN,NaN,4536.1796875,7574.22705078125,NaN,8379.1337890625,5080.84521484375,11645.1298828125,NaN,NaN,NaN,8871.1611328125,1532.588623046875,NaN,12065.2255859375,1491.4827880859375,9936.1728515625,NaN,9339.134765625
Q5W0V3,FAM160B1,Protein FAM160B1,11442.58203125,5592.51220703125,8017.884765625,7837.3291015625,NaN,6003.40576171875,NaN,12281.658203125,10151.767578125,17205.625,4388.64697265625,18601.279296875,8007.5146484375,7660.982421875,NaN,9457.3427734375,10059.841796875,3511.21484375,6078.93603515625,NaN,NaN
Q5W111,SPRYD7,SPRY domain-containing protein 7,8955.8798828125,NaN,14304.3330078125,18772.97265625,24295.58984375,28459.732421875,20374.97265625,30804.021484375,NaN,30568.0546875,NaN,NaN,8322.8212890625,31778.306640625,36760.5078125,20010.513671875,28797.263671875,19081.58984375,20503.08984375,NaN,NaN
Q5XKP0,MICOS13,MICOS complex subunit MIC13,83895.4609375,NaN,1395.078857421875,12652.890625,NaN,5560.2265625,110051,8137.9013671875,68874.5234375,22217.076171875,145989.171875,40680.1640625,NaN,16608.03515625,132385.640625,NaN,93671.5625,26738.53125,224665.96875,12274.44140625,154967.109375
Q5XPI4,RNF123,E3 ubiquitin-protein ligase RNF123,101881.0625,163680.515625,90759.6171875,162670.328125,202937.390625,142775.078125,141242,86941.4140625,138742.34375,68306.7890625,200786.625,97365.5390625,129813.5234375,153473,165180.5625,80738.5234375,168328.703125,151632.640625,172685.21875,189972.515625,172835.5
Q5ZPR3,CD276,CD276 antigen,17108.021484375,NaN,17901.5,NaN,NaN,4459.34521484375,NaN,12122.55859375,14502.423828125,26966.208984375,NaN,9860.8701171875,NaN,7425.58056640625,NaN,24870.7421875,NaN,NaN,NaN,NaN,NaN
Q629K1,TRIQK,Triple QxxK/R motif-containing protein,NaN,NaN,17092.078125,NaN,NaN,NaN,22339.587890625,NaN,NaN,27817.77734375,NaN,149279.515625,NaN,NaN,149588.390625,60433.0546875,127842.234375,NaN,NaN,NaN,NaN
Q63HN8,RNF213,E3 ubiquitin-protein ligase RNF213,34538.56640625,11604.1552734375,33238.203125,21795.783203125,12420.736328125,21870.78515625,23297.626953125,24169.82421875,21412.15234375,36100.82421875,9544.57421875,18710.36328125,18610.849609375,9814.8154296875,16045.0546875,13724.728515625,7042.44189453125,5172.05419921875,3380.74755859375,12736.4072265625,12052.8720703125
Q63HQ2,EGFLAM,Pikachurin,30004.890625,40144.50390625,34705.78125,33491.4296875,71399.1796875,19938.3515625,35579.4140625,26585.109375,44024.03125,39384.1171875,28239.5625,35244.0859375,23848.177734375,13784.947265625,17931.94140625,39738.015625,56829.5234375,20161.794921875,23578.1171875,27786.5703125,26449.19140625
Q63HR2,TNS2,Tensin-2,41295.34765625,26350.92578125,35351.53515625,37405.109375,28646.482421875,17770.380859375,24689.84765625,49337.10546875,42235.55859375,72729.9140625,23132.6484375,202093.6875,29070.193359375,12430.12890625,19364.78515625,29065.046875,17236.89453125,22301.990234375,17059.537109375,14719.9150390625,14315.1982421875
Q63ZY3,KANK2,KN motif and ankyrin repeat domain-containing protein 2,73954.4921875,51570.546875,85313.7421875,55399.1953125,45430.7421875,40345.390625,34800.578125,106821.234375,91303.140625,144522.96875,26110.083984375,406080.875,48159.546875,26336.68359375,31628.689453125,51273.92578125,23038.13671875,42209.6953125,15219.748046875,18119.818359375,18554.4609375
Q641Q2,WASHC2A,WASH complex subunit 2A,25145.98828125,11218.009765625,21871.025390625,8938.203125,4383.546875,13667.0595703125,13860.1083984375,16399.421875,15724.4736328125,22950.615234375,4772.22802734375,29497.263671875,11372.03515625,16330.2841796875,12993.0654296875,10194.853515625,16201.1103515625,11498.470703125,8442.9345703125,6766.41796875,11198.40234375
Q643R3,LPCAT4,Lysophospholipid acyltransferase LPCAT4,8517.3505859375,NaN,10151.4453125,NaN,NaN,9599.1171875,NaN,8645.169921875,6338.1484375,14449.5966796875,NaN,8165.41845703125,9878.0302734375,9793.7880859375,9124.8564453125,14807.744140625,10549.205078125,NaN,NaN,11302.1455078125,NaN
Q658P3,STEAP3,Metalloreductase STEAP3,31788.564453125,14223.203125,36142.61328125,13600.2490234375,16210.91015625,21116.572265625,9302.5419921875,38827.921875,35496.26953125,29941.521484375,10713.3154296875,24256.7734375,19321.25390625,10084.45703125,12803.7568359375,15377.7265625,12288.8349609375,13670.2158203125,8609.6904296875,6868.56884765625,17347.802734375
Q658Y4,FAM91A1,Protein FAM91A1,21548.154296875,10115.9814453125,6285.5234375,5654.064453125,5110.01318359375,NaN,11761.9248046875,8394.22265625,6731.08203125,8961.9169921875,NaN,32735.060546875,5031.64208984375,NaN,NaN,NaN,5289.05615234375,NaN,NaN,NaN,NaN
Q66K14,TBC1D9B,TBC1 domain family member 9B,33879.43359375,21708.255859375,35264.015625,24037.931640625,23125.640625,28442.376953125,20595.220703125,30562.861328125,24151.4375,43691.72265625,14113.1171875,40496.0546875,24745.6953125,15205.0419921875,18154.48828125,21819.37109375,17021.51953125,14685.3779296875,10756.595703125,16053.0966796875,15365.8916015625
Q66K74,MAP1S,Microtubule-associated protein 1S,67313.8984375,33224.44921875,63910.5625,51235.265625,38961.5546875,57017.578125,52814.8515625,73410.390625,48460.7578125,59874.515625,45524.32421875,134736.6875,47951.1328125,40732.265625,57753.87109375,30118.7734375,36832.34765625,25720.806640625,41946.0546875,37867.8984375,46475.171875
Q66LE6,PPP2R2D,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,3613.657958984375,6122.2666015625,14247.2265625,9229.64453125,NaN,7135.56298828125,7222.1513671875,7853.03515625,5844.0849609375,11106.7109375,11499.5546875,10533.0615234375,3294.54931640625,12574.3427734375,2110.319091796875,7230.9423828125,3288.123291015625,4875.9248046875,8621.65234375,NaN,NaN
Q66PJ3,ARL6IP4,ADP-ribosylation factor-like protein 6-interacting protein 4,21889.634765625,4477.390625,13524.705078125,15123.30078125,9256.1962890625,10547.3154296875,7302.03662109375,10130.4453125,11069.6103515625,12345.5283203125,8261.2548828125,28890.349609375,6033.38330078125,7882.26025390625,7910.03125,9731.4111328125,8043.361328125,NaN,8448.7119140625,4482.09326171875,7227.49609375
Q676U5,ATG16L1,Autophagy-related protein 16-1,12692.52734375,NaN,11040.8505859375,17780.6796875,NaN,NaN,10027.16015625,17359.345703125,8329.1845703125,16921.697265625,NaN,37955.97265625,NaN,NaN,4124.6201171875,NaN,NaN,5835.77099609375,NaN,NaN,NaN
Q685J3,MUC17,Mucin-17,68315.4453125,NaN,72507.40625,59766.57421875,29389.181640625,29307.97265625,117726.984375,67093.921875,88875.078125,26614.732421875,178947.40625,NaN,NaN,77573.234375,157290.234375,86348.2734375,87136.015625,65185.1796875,NaN,52109.6328125,77445.625
Q687X5,STEAP4,Metalloreductase STEAP4,65370.95703125,44489.76171875,110436.7421875,44440.59765625,59109.91796875,36935.65625,47579.67578125,120013.140625,89568.359375,143086.8125,32510.392578125,189428.03125,52321.36328125,26767.072265625,31552.486328125,62589.5234375,40918.12890625,50900.86328125,25277.04296875,29736.7734375,28895.0234375
