ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0002791	GO:0002791	regulation of peptide secretion	7/564	51/5037	0.34394663910109	0.916910876785962	0.828518360125328	PCK2/HLA-DRB1/ABAT/RAB8B/CPT1A/PFKL/GLUD1	7	go_bp
GO:0043200	GO:0043200	response to amino acid	7/564	51/5037	0.34394663910109	0.916910876785962	0.828518360125328	CYBB/CYBA/MEAK7/PIK3C3/CASP3/ASS1/HNRNPD	7	go_bp
GO:0045807	GO:0045807	positive regulation of endocytosis	7/564	51/5037	0.34394663910109	0.916910876785962	0.828518360125328	ARRB2/B2M/CD14/PLCG2/ARRB1/AP2M1/ANKFY1	7	go_bp
GO:0050803	GO:0050803	regulation of synapse structure or activity	7/564	51/5037	0.34394663910109	0.916910876785962	0.828518360125328	ABI3/ACTR2/CYFIP1/DBN1/FARP1/DMPK/ARF6	7	go_bp
GO:0001667	GO:0001667	ameboidal-type cell migration	20/564	161/5037	0.344458765607434	0.916910876785962	0.828518360125328	EVL/PDCD10/MTA2/RCC2/IQGAP1/PML/SRGAP2/LGMN/CAP1/ARHGDIB/GLIPR2/CORO1B/PLCG2/WASF2/MACF1/PLPP3/CALR/ARF6/ARHGEF7/PRKCA	20	go_bp
GO:0009314	GO:0009314	response to radiation	16/564	127/5037	0.34647751530959	0.916910876785962	0.828518360125328	NOC2L/DDB2/PTPRC/IFI16/PML/CASP7/CYBA/TP53BP1/FEN1/TNKS1BP1/CASP3/RELA/PRKDC/CCAR2/ZMPSTE24/XRCC5	16	go_bp
GO:0001676	GO:0001676	long-chain fatty acid metabolic process	6/564	43/5037	0.349142922060118	0.916910876785962	0.828518360125328	PTGDS/ABHD12/TBXAS1/CPT1A/ABCD1/ABCD3	6	go_bp
GO:0006906	GO:0006906	vesicle fusion	6/564	43/5037	0.349142922060118	0.916910876785962	0.828518360125328	VAMP8/CORO1A/RAB8B/ANKFY1/STX7/EEA1	6	go_bp
GO:0016441	GO:0016441	post-transcriptional gene silencing	6/564	43/5037	0.349142922060118	0.916910876785962	0.828518360125328	NCOR2/ADAR/DDX5/SRRT/ZMPSTE24/CNOT1	6	go_bp
GO:0022406	GO:0022406	membrane docking	6/564	43/5037	0.349142922060118	0.916910876785962	0.828518360125328	VAMP8/ICAM1/RAB8B/EZR/MSN/STX7	6	go_bp
GO:0035601	GO:0035601	protein deacylation	6/564	43/5037	0.349142922060118	0.916910876785962	0.828518360125328	MTA2/ABHD12/CHD4/SFPQ/HDAC2/CCAR2	6	go_bp
GO:0050796	GO:0050796	regulation of insulin secretion	6/564	43/5037	0.349142922060118	0.916910876785962	0.828518360125328	PCK2/HLA-DRB1/ABAT/CPT1A/PFKL/GLUD1	6	go_bp
GO:0044782	GO:0044782	cilium organization	9/564	68/5037	0.349818390936571	0.916910876785962	0.828518360125328	ABLIM1/SEPTIN9/ACTR2/ACTR3/EHD4/GSN/EHD1/EHD3/ABLIM3	9	go_bp
GO:0044843	GO:0044843	cell cycle G1/S phase transition	9/564	68/5037	0.349818390936571	0.916910876785962	0.828518360125328	PSME2/PSME1/PML/PLCG2/UBE2E2/RPS27L/KHDRBS1/CPSF3/PRKDC	9	go_bp
GO:0051098	GO:0051098	regulation of binding	19/564	153/5037	0.350603000888195	0.916910876785962	0.828518360125328	STMN1/ARRB2/IFIT1/NES/B2M/IFI16/TRIM21/PARP9/CRMP1/CLIC2/TRIM28/ACE/MARK2/NIBAN2/NCBP1/HDAC2/EIF4A3/ZMPSTE24/ARHGEF7	19	go_bp
GO:0030522	GO:0030522	intracellular receptor signaling pathway	11/564	85/5037	0.35237668894447	0.916910876785962	0.828518360125328	NCOR2/TRIM16/PML/DDX58/SAFB2/DDX5/SNW1/MED1/CALR/RELA/CNOT1	11	go_bp
GO:0030900	GO:0030900	forebrain development	11/564	85/5037	0.35237668894447	0.916910876785962	0.828518360125328	CCDC141/DCLK1/B2M/SRGAP2/FBXO45/ALDH1A3/XRCC1/TRAPPC9/CASP3/CNP/TOP2B	11	go_bp
GO:0043067	GO:0043067	regulation of programmed cell death	58/564	492/5037	0.353365240671623	0.916910876785962	0.828518360125328	INPP5D/HCLS1/NOC2L/ARRB2/NOX1/PDCD10/STAT1/MAGED1/ANKRD1/CORO1A/NES/PTPRC/EMILIN2/ICAM1/GSDME/LGALS3/MNDA/CD44/CTSC/PML/ADA/ADAR/LGMN/SERPINB9/DIPK2A/GIMAP8/PLCG2/CTSB/ALDH1A3/PDCD4/PEA15/EIF2AK2/RNPS1/HSP90B1/MYDGF/GSN/ACE/CCAR1/RBM25/SFPQ/IGF2R/MED1/HYOU1/NIBAN2/CTTN/NFKB1/HDAC2/CALR/CASP3/RELA/PDIA3/RSL1D1/PRKDC/DCPS/CCAR2/ARHGEF7/API5/PRKCA	58	go_bp
GO:0001825	GO:0001825	blastocyst formation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	ADA/CNOT1	2	go_bp
GO:0001974	GO:0001974	blood vessel remodeling	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CST3/ACE	2	go_bp
GO:0002820	GO:0002820	negative regulation of adaptive immune response	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	HLA-F/PTPRC	2	go_bp
GO:0002823	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	HLA-F/PTPRC	2	go_bp
GO:0006206	GO:0006206	pyrimidine nucleobase metabolic process	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	TYMP/CAD	2	go_bp
GO:0006359	GO:0006359	regulation of transcription by RNA polymerase III	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	SMARCA5/SF3B1	2	go_bp
GO:0009129	GO:0009129	pyrimidine nucleoside monophosphate metabolic process	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	TYMP/CAD	2	go_bp
GO:0009799	GO:0009799	specification of symmetry	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	ALG5/AP1B1	2	go_bp
GO:0009855	GO:0009855	determination of bilateral symmetry	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	ALG5/AP1B1	2	go_bp
GO:0010829	GO:0010829	negative regulation of glucose transmembrane transport	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	PEA15/ACE	2	go_bp
GO:0014912	GO:0014912	negative regulation of smooth muscle cell migration	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CORO1B/GNA13	2	go_bp
GO:0015865	GO:0015865	purine nucleotide transport	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CD47/ABCD1	2	go_bp
GO:0015868	GO:0015868	purine ribonucleotide transport	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CD47/ABCD1	2	go_bp
GO:0032727	GO:0032727	positive regulation of interferon-alpha production	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	STAT1/DDX58	2	go_bp
GO:0032928	GO:0032928	regulation of superoxide anion generation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	HVCN1/CYBA	2	go_bp
GO:0032930	GO:0032930	positive regulation of superoxide anion generation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	HVCN1/CYBA	2	go_bp
GO:0034114	GO:0034114	regulation of heterotypic cell-cell adhesion	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CD44/MYADM	2	go_bp
GO:0034123	GO:0034123	positive regulation of toll-like receptor signaling pathway	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	IFI35/CYBA	2	go_bp
GO:0034471	GO:0034471	ncRNA 5'-end processing	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	SSB/NOP9	2	go_bp
GO:0036119	GO:0036119	response to platelet-derived growth factor	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	IQGAP1/CORO1B	2	go_bp
GO:0036120	GO:0036120	cellular response to platelet-derived growth factor stimulus	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	IQGAP1/CORO1B	2	go_bp
GO:0042490	GO:0042490	mechanoreceptor differentiation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	GSDME/NAGLU	2	go_bp
GO:0043173	GO:0043173	nucleotide salvage	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	ADA/AMPD3	2	go_bp
GO:0045604	GO:0045604	regulation of epidermal cell differentiation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	TRIM16/MED1	2	go_bp
GO:0045761	GO:0045761	regulation of adenylate cyclase activity	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	ORAI1/CAP1	2	go_bp
GO:0050906	GO:0050906	detection of stimulus involved in sensory perception	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	PLCB2/ARRB2	2	go_bp
GO:0050996	GO:0050996	positive regulation of lipid catabolic process	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CPT1A/ABCD1	2	go_bp
GO:0051155	GO:0051155	positive regulation of striated muscle cell differentiation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	ARRB2/NIBAN2	2	go_bp
GO:0051290	GO:0051290	protein heterotetramerization	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CPSF6/NUDT21	2	go_bp
GO:0051503	GO:0051503	adenine nucleotide transport	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CD47/ABCD1	2	go_bp
GO:0055119	GO:0055119	relaxation of cardiac muscle	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	GSN/ATP1A1	2	go_bp
GO:0060042	GO:0060042	retina morphogenesis in camera-type eye	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	NAGLU/OBSL1	2	go_bp
GO:0060113	GO:0060113	inner ear receptor cell differentiation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	GSDME/NAGLU	2	go_bp
GO:0060396	GO:0060396	growth hormone receptor signaling pathway	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	STAT6/JAK1	2	go_bp
GO:0061082	GO:0061082	myeloid leukocyte cytokine production	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	DDX58/PLCG2	2	go_bp
GO:0061099	GO:0061099	negative regulation of protein tyrosine kinase activity	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	PTPRC/MVP	2	go_bp
GO:0070269	GO:0070269	pyroptosis	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	GSDMD/GSDME	2	go_bp
GO:0071360	GO:0071360	cellular response to exogenous dsRNA	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	IFIT1/DDX58	2	go_bp
GO:0071378	GO:0071378	cellular response to growth hormone stimulus	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	STAT6/JAK1	2	go_bp
GO:0071732	GO:0071732	cellular response to nitric oxide	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	GUCY1B1/HNRNPD	2	go_bp
GO:0072088	GO:0072088	nephron epithelium morphogenesis	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	STAT1/MAGED1	2	go_bp
GO:0075522	GO:0075522	IRES-dependent viral translational initiation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	PTBP1/SSB	2	go_bp
GO:1902230	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	CD44/CCAR2	2	go_bp
GO:1903358	GO:1903358	regulation of Golgi organization	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	PDCD10/EHD3	2	go_bp
GO:1904706	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	PDCD4/GNA13	2	go_bp
GO:2000677	GO:2000677	regulation of transcription regulatory region DNA binding	2/564	11/5037	0.353582646071554	0.916910876785962	0.828518360125328	NIBAN2/ZMPSTE24	2	go_bp
GO:0007088	GO:0007088	regulation of mitotic nuclear division	5/564	35/5037	0.354000689490832	0.916910876785962	0.828518360125328	CDC27/BUB3/RAD21/IK/OBSL1	5	go_bp
GO:0009116	GO:0009116	nucleoside metabolic process	5/564	35/5037	0.354000689490832	0.916910876785962	0.828518360125328	TYMP/NT5E/ICMT/ADA/PGM2	5	go_bp
GO:0032946	GO:0032946	positive regulation of mononuclear cell proliferation	5/564	35/5037	0.354000689490832	0.916910876785962	0.828518360125328	HLA-DPA1/CORO1A/HLA-A/PTPRC/ADA	5	go_bp
GO:0033138	GO:0033138	positive regulation of peptidyl-serine phosphorylation	5/564	35/5037	0.354000689490832	0.916910876785962	0.828518360125328	HCLS1/ARRB2/PDCD10/CD44/TNKS1BP1	5	go_bp
GO:0050671	GO:0050671	positive regulation of lymphocyte proliferation	5/564	35/5037	0.354000689490832	0.916910876785962	0.828518360125328	HLA-DPA1/CORO1A/HLA-A/PTPRC/ADA	5	go_bp
GO:0070304	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	5/564	35/5037	0.354000689490832	0.916910876785962	0.828518360125328	NOX1/PDCD10/TAOK3/EIF2AK2/TNIK	5	go_bp
GO:1901135	GO:1901135	carbohydrate derivative metabolic process	48/564	405/5037	0.356041668512075	0.917948710148588	0.829456143739261	GM2A/TMEM165/TYMP/MAN1A1/GLA/SAMHD1/GMDS/SHPK/CD44/CMPK2/GIT1/CAD/NT5E/UGDH/ICMT/NUDT5/GFPT2/ADA/PFKP/UAP1L1/AMPD3/GFPT1/GUSB/NAGLU/TMTC3/GXYLT1/CST3/PGM2/PPCS/ADPGK/TM9SF2/CASK/NANS/ABCD1/NAGK/GUCY1B1/CMAS/AASS/CLTC/MOGS/ALG5/NFKB1/ARL2/NCSTN/ARFGEF1/PFKL/DPM1/TALDO1	48	go_bp
GO:0009967	GO:0009967	positive regulation of signal transduction	52/564	440/5037	0.356437536397627	0.917948710148588	0.829456143739261	HCLS1/ARRB2/NOX1/PDCD10/MAGED1/HLA-DRB1/ANKRD1/TRIM16/IFI35/S100A13/PTPRC/ICAM1/CD14/GSDME/TRIM21/PARP9/CD44/IFIT5/AAK1/S100A4/CTSC/IQGAP1/PML/NMI/ADA/CYBA/GLIPR2/CDKN2AIP/OSBPL8/PLCG2/PTBP1/ARRB1/DDX5/CSK/PDCD4/CYFIP1/PEA15/TAOK3/EIF2AK2/MACF1/MYDGF/SNW1/SFPQ/MED1/NFKB1/TNIK/CALR/RELA/PDIA3/CYFIP2/CCAR2/PRKCA	52	go_bp
GO:0010657	GO:0010657	muscle cell apoptotic process	4/564	27/5037	0.357971951358297	0.917948710148588	0.829456143739261	ARRB2/DIPK2A/PDCD4/DMPK	4	go_bp
GO:0018958	GO:0018958	phenol-containing compound metabolic process	4/564	27/5037	0.357971951358297	0.917948710148588	0.829456143739261	ABAT/CPQ/CTSB/MED1	4	go_bp
GO:0021762	GO:0021762	substantia nigra development	4/564	27/5037	0.357971951358297	0.917948710148588	0.829456143739261	CKB/YWHAQ/GLUD1/CNP	4	go_bp
GO:0034394	GO:0034394	protein localization to cell surface	4/564	27/5037	0.357971951358297	0.917948710148588	0.829456143739261	KCNAB2/MAP1A/AP3B1/ARF6	4	go_bp
GO:0045428	GO:0045428	regulation of nitric oxide biosynthetic process	4/564	27/5037	0.357971951358297	0.917948710148588	0.829456143739261	GLA/KHSRP/CD47/ASS1	4	go_bp
GO:0070542	GO:0070542	response to fatty acid	4/564	27/5037	0.357971951358297	0.917948710148588	0.829456143739261	TBXAS1/CPT1A/ASS1/XRCC5	4	go_bp
GO:0070848	GO:0070848	response to growth factor	26/564	214/5037	0.358015373487991	0.917948710148588	0.829456143739261	ARRB2/ANKRD1/CORO1A/CD44/IQGAP1/PML/LGMN/RAB35/CORO1B/DDX5/PDCD4/CYFIP1/GLG1/EHD4/CASK/SNW1/EHD1/MED1/NIBAN2/HDAC2/EIF4A3/CASP3/RELA/CYFIP2/ARF6/MCM7	26	go_bp
GO:0051050	GO:0051050	positive regulation of transport	42/564	353/5037	0.358467560011752	0.917948710148588	0.829456143739261	HCLS1/VAMP8/ARRB2/PDCD10/HLA-F/RAB27A/PCK2/HLA-DRB1/ANKRD1/ORAI1/RAC2/ABAT/B2M/PTPRC/CPSF6/DOCK2/CD14/LGALS3/SNX4/CYBA/OSBPL8/LYAR/PLCG2/RAB8B/ARRB1/EZR/CD47/MSN/AP2M1/LAMP1/CASK/TRIM28/CD2AP/EHD1/ANKFY1/CALR/KHDRBS1/EHD3/ABLIM3/ARF6/GLUD1/EXOC1	42	go_bp
GO:0006360	GO:0006360	transcription by RNA polymerase I	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	UTP15/LYAR/ZMPSTE24	3	go_bp
GO:0006509	GO:0006509	membrane protein ectodomain proteolysis	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	SH3D19/ERAP1/NCSTN	3	go_bp
GO:0006953	GO:0006953	acute-phase response	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	CD163/APOL2/ASS1	3	go_bp
GO:0009620	GO:0009620	response to fungus	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	COTL1/CTSG/PLCG2	3	go_bp
GO:0019674	GO:0019674	NAD metabolic process	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	PCK2/PFKP/PFKL	3	go_bp
GO:0032728	GO:0032728	positive regulation of interferon-beta production	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	OAS2/ISG15/DDX58	3	go_bp
GO:0045453	GO:0045453	bone resorption	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	INPP5D/CSK/PRKCA	3	go_bp
GO:0150076	GO:0150076	neuroinflammatory response	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	PTPRC/CTSC/PLCG2	3	go_bp
GO:1902807	GO:1902807	negative regulation of cell cycle G1/S phase transition	3/564	19/5037	0.359589069383013	0.917948710148588	0.829456143739261	PML/RPS27L/PRKDC	3	go_bp
GO:0045766	GO:0045766	positive regulation of angiogenesis	7/564	52/5037	0.363023592503742	0.92321128441572	0.834211392599571	EMILIN2/CYBB/CMA1/ERAP1/MYDGF/JAK1/PRKCA	7	go_bp
GO:0048659	GO:0048659	smooth muscle cell proliferation	7/564	52/5037	0.363023592503742	0.92321128441572	0.834211392599571	NOX1/STAT1/CYBA/PDCD4/PRKDC/XRCC5/GNA13	7	go_bp
GO:0090087	GO:0090087	regulation of peptide transport	7/564	52/5037	0.363023592503742	0.92321128441572	0.834211392599571	PCK2/HLA-DRB1/ABAT/RAB8B/CPT1A/PFKL/GLUD1	7	go_bp
GO:1901879	GO:1901879	regulation of protein depolymerization	7/564	52/5037	0.363023592503742	0.92321128441572	0.834211392599571	NES/TMOD3/MAP1A/EPS8/CAPG/ADD3/GSN	7	go_bp
GO:1904018	GO:1904018	positive regulation of vasculature development	7/564	52/5037	0.363023592503742	0.92321128441572	0.834211392599571	EMILIN2/CYBB/CMA1/ERAP1/MYDGF/JAK1/PRKCA	7	go_bp
GO:0001525	GO:0001525	angiogenesis	22/564	180/5037	0.363356385920793	0.923359160593883	0.83434501314191	TYMP/NOX1/PDCD10/STAT1/EMILIN2/CYBB/CMA1/PML/EPN1/WARS1/WASF2/ERAP1/TNFAIP2/CLIC4/MYDGF/ACE/FMNL3/MED1/NIBAN2/JAK1/GNA13/PRKCA	22	go_bp
GO:0050900	GO:0050900	leukocyte migration	15/564	120/5037	0.365426044367638	0.92791719121148	0.838463638134046	IL16/CORO1A/STK10/RAC2/ICAM1/LGALS3/EPS8/CTSG/ADA/LGMN/PPIB/RHOG/CD47/MSN/CALR	15	go_bp
GO:0000910	GO:0000910	cytokinesis	9/564	69/5037	0.36637834560289	0.92963320597503	0.840014224754669	STMN1/GIT1/RAB35/SEPTIN9/ACTR2/ACTR3/PRPF40A/PIK3C3/WASHC5	9	go_bp
GO:1901137	GO:1901137	carbohydrate derivative biosynthetic process	26/564	215/5037	0.367437676170668	0.931617999461377	0.841807679152614	TMEM165/MAN1A1/GMDS/CMPK2/CAD/NT5E/UGDH/GFPT2/ADA/UAP1L1/AMPD3/GFPT1/TMTC3/GXYLT1/PGM2/PPCS/TM9SF2/NANS/GUCY1B1/CLTC/MOGS/ALG5/NFKB1/NCSTN/ARFGEF1/DPM1	26	go_bp
GO:0051928	GO:0051928	positive regulation of calcium ion transport	6/564	44/5037	0.370039587074751	0.935393302064145	0.845219033080911	ARRB2/ORAI1/LGALS3/PLCG2/CASK/EHD3	6	go_bp
GO:0070527	GO:0070527	platelet aggregation	6/564	44/5037	0.370039587074751	0.935393302064145	0.845219033080911	ABAT/EMILIN2/CTSG/CLIC1/FERMT3/PRKCA	6	go_bp
GO:0071333	GO:0071333	cellular response to glucose stimulus	6/564	44/5037	0.370039587074751	0.935393302064145	0.845219033080911	PCK2/HLA-DRB1/ICAM1/CMA1/CYBA/ACE	6	go_bp
GO:0098732	GO:0098732	macromolecule deacylation	6/564	44/5037	0.370039587074751	0.935393302064145	0.845219033080911	MTA2/ABHD12/CHD4/SFPQ/HDAC2/CCAR2	6	go_bp
GO:0060348	GO:0060348	bone development	8/564	61/5037	0.374015230546592	0.937552704342654	0.847170263543912	PTPRC/P3H1/PPIB/SH3PXD2B/WASF2/GLG1/MED1/ZMPSTE24	8	go_bp
GO:0071478	GO:0071478	cellular response to radiation	8/564	61/5037	0.374015230546592	0.937552704342654	0.847170263543912	NOC2L/DDB2/IFI16/CYBA/TP53BP1/TNKS1BP1/ZMPSTE24/XRCC5	8	go_bp
GO:1900180	GO:1900180	regulation of protein localization to nucleus	8/564	61/5037	0.374015230546592	0.937552704342654	0.847170263543912	HCLS1/MAGED1/DCLK1/PARP9/DKC1/NOLC1/TRIM28/CD2AP	8	go_bp
GO:0034249	GO:0034249	negative regulation of cellular amide metabolic process	12/564	95/5037	0.374170499283624	0.937552704342654	0.847170263543912	RTN1/EXOSC9/KHSRP/EXOSC7/EIF2AK2/SHMT2/ILF3/EIF4A3/CALR/DCPS/HNRNPD/CNOT1	12	go_bp
GO:0001885	GO:0001885	endothelial cell development	5/564	36/5037	0.377294804014041	0.937552704342654	0.847170263543912	ICAM1/MYADM/EZR/MSN/CLIC4	5	go_bp
GO:0003014	GO:0003014	renal system process	5/564	36/5037	0.377294804014041	0.937552704342654	0.847170263543912	LGMN/CYBA/MAGED2/GSN/ACE	5	go_bp
GO:0007612	GO:0007612	learning	5/564	36/5037	0.377294804014041	0.937552704342654	0.847170263543912	MAP1A/GIT1/LGMN/ACTR2/EIF4A3	5	go_bp
GO:0051209	GO:0051209	release of sequestered calcium ion into cytosol	7/564	53/5037	0.382179246346494	0.937552704342654	0.847170263543912	CORO1A/PTPRC/CYBA/CLIC2/PLCG2/ITPR1/DIAPH1	7	go_bp
GO:0001654	GO:0001654	eye development	9/564	70/5037	0.383017480380317	0.937552704342654	0.847170263543912	NES/SH3PXD2B/ALDH1A3/NAGLU/CLIC4/MED1/RCN1/HDAC2/OBSL1	9	go_bp
GO:0010942	GO:0010942	positive regulation of cell death	25/564	208/5037	0.383509803674897	0.937552704342654	0.847170263543912	INPP5D/ARRB2/NOX1/MAGED1/ANKRD1/PTPRC/EMILIN2/GSDME/MNDA/CTSC/PML/ALDH1A3/PDCD4/PEA15/RNPS1/GSN/ACE/CCAR1/SFPQ/IGF2R/CASP3/PDIA3/PRKDC/CCAR2/ARHGEF7	25	go_bp
GO:0000041	GO:0000041	transition metal ion transport	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	TMEM165/B2M/ARHGAP1/CLTC	4	go_bp
GO:0002761	GO:0002761	regulation of myeloid leukocyte differentiation	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	INPP5D/HCLS1/HLA-DRB1/PRKCA	4	go_bp
GO:0016575	GO:0016575	histone deacetylation	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	MTA2/CHD4/SFPQ/HDAC2	4	go_bp
GO:0032526	GO:0032526	response to retinoic acid	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	TRIM16/SNW1/IGF2R/HDAC2	4	go_bp
GO:0042102	GO:0042102	positive regulation of T cell proliferation	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	HLA-DPA1/CORO1A/HLA-A/PTPRC	4	go_bp
GO:0061028	GO:0061028	establishment of endothelial barrier	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	ICAM1/MYADM/EZR/MSN	4	go_bp
GO:0080164	GO:0080164	regulation of nitric oxide metabolic process	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	GLA/KHSRP/CD47/ASS1	4	go_bp
GO:1900026	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	4/564	28/5037	0.384639179265727	0.937552704342654	0.847170263543912	MYADM/ARPC2/CALR/ARHGEF7	4	go_bp
GO:0048609	GO:0048609	multicellular organismal reproductive process	20/564	165/5037	0.387652930128157	0.937552704342654	0.847170263543912	ARRB2/HPGDS/NCOR2/ABAT/APOL2/TPPP3/ADA/CTSB/ACE/SNRPA1/AP3B1/IGF2R/MED1/SPATA20/HDAC2/CALR/CASP3/SMARCA2/KHDRBS1/WASHC5	20	go_bp
GO:0051168	GO:0051168	nuclear export	12/564	96/5037	0.388414237232313	0.937552704342654	0.847170263543912	CHTOP/POM121/CPSF6/NOL6/SSB/RANBP3/PABPN1/NCBP1/CALR/KHDRBS1/ALYREF/NOP9	12	go_bp
GO:0032091	GO:0032091	negative regulation of protein binding	6/564	45/5037	0.390980572202417	0.937552704342654	0.847170263543912	ARRB2/IFIT1/NES/B2M/CRMP1/ACE	6	go_bp
GO:0071331	GO:0071331	cellular response to hexose stimulus	6/564	45/5037	0.390980572202417	0.937552704342654	0.847170263543912	PCK2/HLA-DRB1/ICAM1/CMA1/CYBA/ACE	6	go_bp
GO:0071824	GO:0071824	protein-DNA complex subunit organization	6/564	45/5037	0.390980572202417	0.937552704342654	0.847170263543912	H1-5/H1-3/SSRP1/SUPT16H/SMARCA5/SART3	6	go_bp
