paste_into_igv_junction,seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd_mean_psi,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,lsv_junc,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat,pathological_splicing
chr10:133160569-133161085,chr10,133160569,133161085,517,+,KNDC1,ENSG00000171798.19,ENSG00000171798.19:s:133160219-133160569,0.347305849,1.00000,1.06E-20,0.011,0.362,FALSE,TRUE,TRUE,5,3,0,ENSG00000171798.19:s:133160219-133160569_133160569-133161085,+,ENST00000478074.6|ENST00000683646.1|ENST00000485110.6|ENST00000684248.1|ENST00000683171.1|ENST00000304613.8|ENST00000684739.1|ENST00000682765.1|ENST00000683144.1|ENST00000684271.1|ENST00000683259.1|ENST00000682399.1|ENST00000368571.3|ENST00000684127.1,ENSE00001949770.2|ENSE00003920093.1|ENSE00003922140.1|ENSE00003919215.1|ENSE00003916582.1|ENSE00003918330.1|ENSE00003916927.1|ENSE00001841161.2,1,ENSG00000171798.19,NA,NA,NA,NA,NA,ENSG00000171798.19,FALSE,novel_acceptor,Y
chr10:133166939-133167381,chr10,133166939,133167381,443,+,KNDC1,ENSG00000171798.19,ENSG00000171798.19:t:133167184-133167579,0.280528637,1.00000,3.87E-20,0.001,0.3,FALSE,FALSE,TRUE,3,3,0,ENSG00000171798.19:t:133167184-133167579_133166939-133167381,NA,NA,NA,NA,NA,+,ENST00000478074.6|ENST00000683646.1|ENST00000485110.6|ENST00000684248.1|ENST00000683171.1|ENST00000304613.8|ENST00000684739.1|ENST00000682765.1|ENST00000683144.1|ENST00000684271.1|ENST00000683259.1|ENST00000368571.3|ENST00000684127.1|ENST00000530127.1,ENSE00003691247.1|ENSE00003493361.1,2,ENSG00000171798.19,ENSG00000171798.19,FALSE,novel_donor,Y
chr10:133209925-133210610,chr10,133209925,133210610,686,+,KNDC1,ENSG00000171798.19,ENSG00000171798.19:t:133210611-133210724,0.469878563,1.00000,2.44E-15,0.047,0.5,FALSE,FALSE,FALSE,2,2,0,ENSG00000171798.19:t:133210611-133210724_133209925-133210610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr10:133389747-133390907,chr10,133389747,133390907,1161,+,RP11-108K14.8,ENSG00000254536.2,ENSG00000254536.2:s:133389590-133389747,0.622642086,1.00000,2.71E-07,0.007,0.633,FALSE,FALSE,TRUE,3,4,0,ENSG00000254536.2:s:133389590-133389747_133389747-133390907,+,ENST00000278060.10|ENST00000356306.9|ENST00000476834.6|ENST00000483211.6|ENST00000368535.2|ENST00000670407.1|ENST00000468317.3|ENST00000664059.1,ENSE00003537478.1|ENSE00003636814.1|ENSE00003870181.1|ENSE00003885114.1,6|5|4,ENSG00000148832.16|ENSG00000254536.2,NA,NA,NA,NA,NA,ENSG00000148832.16|ENSG00000254536.2,FALSE,ambig_gene,Y
chr10:133389747-133390907,chr10,133389747,133390907,1161,+,PAOX,ENSG00000148832.16,ENSG00000148832.16:s:133389590-133389747,0.671677437,1.00000,0.000118606,0.008,0.681,FALSE,FALSE,TRUE,2,3,0,ENSG00000148832.16:s:133389590-133389747_133389747-133390907,+,ENST00000278060.10|ENST00000356306.9|ENST00000476834.6|ENST00000483211.6|ENST00000368535.2|ENST00000670407.1|ENST00000468317.3|ENST00000664059.1,ENSE00003537478.1|ENSE00003636814.1|ENSE00003870181.1|ENSE00003885114.1,6|5|4,ENSG00000148832.16|ENSG00000254536.2,NA,NA,NA,NA,NA,ENSG00000148832.16|ENSG00000254536.2,FALSE,ambig_gene,Y
chr10:133391098-133391312,chr10,133391098,133391312,215,+,PAOX,ENSG00000148832.16,ENSG00000148832.16:t:133391312-133391694,0.435187663,1.00000,1.15E-18,0.006,0.45,FALSE,FALSE,TRUE,2,3,0,ENSG00000148832.16:t:133391312-133391694_133391098-133391312,NA,NA,NA,NA,NA,+,ENST00000357296.7|ENST00000278060.10|ENST00000356306.9|ENST00000476834.6|ENST00000480071.2|ENST00000483211.6|ENST00000529585.5|ENST00000368535.2|ENST00000670407.1|ENST00000468317.3|ENST00000664059.1|ENST00000530555.1,ENSE00002152108.1|ENSE00003499305.1|ENSE00002186655.1|ENSE00003468405.1|ENSE00001815090.2|ENSE00003871559.1|ENSE00002164505.1,6|7|5|4|2,ENSG00000148832.16|ENSG00000254536.2,ENSG00000148832.16|ENSG00000254536.2,FALSE,ambig_gene,Y
chr10:133391098-133391312,chr10,133391098,133391312,215,+,RP11-108K14.8,ENSG00000254536.2,ENSG00000254536.2:t:133391312-133391491,0.435187663,1.00000,1.15E-18,0.006,0.45,FALSE,FALSE,TRUE,2,3,0,ENSG00000254536.2:t:133391312-133391491_133391098-133391312,NA,NA,NA,NA,NA,+,ENST00000357296.7|ENST00000278060.10|ENST00000356306.9|ENST00000476834.6|ENST00000480071.2|ENST00000483211.6|ENST00000529585.5|ENST00000368535.2|ENST00000670407.1|ENST00000468317.3|ENST00000664059.1|ENST00000530555.1,ENSE00002152108.1|ENSE00003499305.1|ENSE00002186655.1|ENSE00003468405.1|ENSE00001815090.2|ENSE00003871559.1|ENSE00002164505.1,6|7|5|4|2,ENSG00000148832.16|ENSG00000254536.2,ENSG00000148832.16|ENSG00000254536.2,FALSE,ambig_gene,Y
chr10:1376218-1379074,chr10,1376218,1379074,2857,-,ADARB2,ENSG00000185736.16,ENSG00000185736.16:s:1379074-1379160,0.287746593,1.00000,5.69E-22,0.001,0.31,FALSE,FALSE,TRUE,2,3,0,ENSG00000185736.16:s:1379074-1379160_1376218-1379074,NA,NA,NA,NA,NA,-,ENST00000381312.6,ENSE00001303776.1,2,ENSG00000185736.16,ENSG00000185736.16,FALSE,novel_acceptor,Y
chr10:1645966-1737051,chr10,1645966,1737051,91086,-,ADARB2,ENSG00000185736.16,ENSG00000185736.16:s:1737051-1737525,0.288700585,1.00000,5.91E-22,0.005,0.309,FALSE,FALSE,TRUE,6,7,0,ENSG00000185736.16:s:1737051-1737525_1645966-1737051,NA,NA,NA,NA,NA,-,ENST00000381312.6,ENSE00001488160.2,1,ENSG00000185736.16,ENSG00000185736.16,FALSE,novel_acceptor,Y
chr10:3099352-3099557,chr10,3099352,3099557,206,+,PFKP,ENSG00000067057.18,ENSG00000067057.18:s:3099275-3099352,0.410506983,1.00000,1.49E-18,0.001,0.427,FALSE,FALSE,TRUE,2,3,0,ENSG00000067057.18:s:3099275-3099352_3099352-3099557,+,ENST00000607886.5|ENST00000381125.9|ENST00000381075.7|ENST00000678206.1|ENST00000678089.1|ENST00000676796.1|ENST00000421751.1|ENST00000407806.2,ENSE00003709765.1|ENSE00003703229.1,3|4,ENSG00000067057.18,NA,NA,NA,NA,NA,ENSG00000067057.18,FALSE,novel_acceptor,Y
chr10:3099819-3101365,chr10,3099819,3101365,1547,+,PFKP,ENSG00000067057.18,ENSG00000067057.18:t:3101365-3101554,0.561791516,1.00000,2.62E-10,0,0.575,FALSE,FALSE,TRUE,2,3,0,ENSG00000067057.18:t:3101365-3101554_3099819-3101365,NA,NA,NA,NA,NA,+,ENST00000607886.5|ENST00000381125.9|ENST00000381075.7|ENST00000678206.1|ENST00000678089.1|ENST00000676796.1|ENST00000421751.1|ENST00000407806.2,ENSE00003785562.1|ENSE00003705651.1,4|5|6,ENSG00000067057.18,ENSG00000067057.18,FALSE,novel_donor,Y
chr10:97866375-97866866,chr10,97866375,97866866,492,+,GOLGA7B,ENSG00000155265.11,ENSG00000155265.11:s:97865590-97866375,0.332976862,1.00000,5.26E-19,0.028,0.349,FALSE,FALSE,TRUE,3,3,0,ENSG00000155265.11:s:97865590-97866375_97866375-97866866,+,ENST00000423054.1,ENSE00001680918.1,1,ENSG00000155265.11,NA,NA,NA,NA,NA,ENSG00000155265.11,FALSE,novel_acceptor,
chr10:97866951-97867732,chr10,97866951,97867732,782,+,GOLGA7B,ENSG00000155265.11,ENSG00000155265.11:s:97866866-97866951,0.301401664,1.00000,1.13E-19,0.032,0.325,FALSE,FALSE,TRUE,3,3,0,ENSG00000155265.11:s:97866866-97866951_97866951-97867732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr10:97866951-97871066,chr10,97866951,97871066,4116,+,GOLGA7B,ENSG00000155265.11,ENSG00000155265.11:t:97871066-97871580,0.651247476,1.00000,0.000149443,0.004,0.658,FALSE,FALSE,TRUE,3,4,0,ENSG00000155265.11:t:97871066-97871580_97866951-97871066,NA,NA,NA,NA,NA,+,ENST00000423054.1,ENSE00001630374.1,2,ENSG00000155265.11,ENSG00000155265.11,FALSE,novel_donor,
chr11:122656210-122744155,chr11,122656210,122744155,87946,+,UBASH3B,ENSG00000154127.10,ENSG00000154127.10:s:122655722-122656210,0.36557237,1.00000,3.45E-20,0,0.385,FALSE,FALSE,TRUE,2,3,0,ENSG00000154127.10:s:122655722-122656210_122656210-122744155,+,ENST00000284273.6|ENST00000525711.1,ENSE00001268639.9|ENSE00002190141.1,1,ENSG00000154127.10,NA,NA,NA,NA,NA,ENSG00000154127.10,FALSE,novel_acceptor,Y
chr11:125489822-125495836,chr11,125489822,125495836,6015,-,FEZ1,ENSG00000149557.14,ENSG00000149557.14:t:125488927-125489822,0.224643003,1.00000,1.00E-22,0.021,0.247,TRUE,FALSE,TRUE,3,3,1,ENSG00000149557.14:t:125488927-125489822_125489822-125495836,-,ENST00000278919.8|ENST00000648911.1|ENST00000392709.8|ENST00000532981.1|ENST00000366139.3|ENST00000524435.1|ENST00000527534.1,ENSE00003659172.1|ENSE00003621398.1|ENSE00001708788.2|ENSE00002189003.1|ENSE00002179665.1,2|4,ENSG00000149557.14,-,ENST00000527534.1,ENSE00002153858.1,1,ENSG00000149557.14,ENSG00000149557.14,TRUE,annotated,Y
chr11:125981314-125983872,chr11,125981314,125983872,2559,-,CDON,ENSG00000064309.16,ENSG00000064309.16:s:125982027-125984093,0.28702983,1.00000,5.14E-22,0.001,0.311,FALSE,TRUE,FALSE,2,2,0,ENSG00000064309.16:s:125982027-125984093_125981314-125983872,NA,NA,NA,NA,NA,-,ENST00000392693.7|ENST00000684078.1|ENST00000531738.6|ENST00000683716.1|ENST00000680589.1|ENST00000683981.1|ENST00000263577.11,ENSE00000991240.1|ENSE00003914784.1,16|17|7|3,ENSG00000064309.16,ENSG00000064309.16,FALSE,novel_acceptor,
chr11:128992046-128998319,chr11,128992046,128998319,6274,-,ARHGAP32,ENSG00000134909.19,ENSG00000134909.19:s:128998319-128998468,0.775909106,1.00000,0.000195267,0.005,0.787,FALSE,FALSE,TRUE,2,3,0,ENSG00000134909.19:s:128998319-128998468_128992046-128998319,NA,NA,NA,NA,NA,-,ENST00000310343.13|ENST00000682385.1|ENST00000526162.5|ENST00000392657.7|ENST00000524655.5|ENST00000527272.1|ENST00000533509.1,ENSE00003473107.1|ENSE00002195371.1|ENSE00003589933.1|ENSE00002174568.1|ENSE00003468920.1,11|12|1|2|10|6,ENSG00000134909.19,ENSG00000134909.19,FALSE,novel_acceptor,Y
chr11:47325032-47328658,chr11,47325032,47328658,3627,+,MADD,ENSG00000110514.19,ENSG00000110514.19:t:47328142-47328704,0.199948716,1.00000,2.71E-21,0.001,0.219,TRUE,FALSE,TRUE,4,3,0,ENSG00000110514.19:t:47328142-47328704_47325032-47328658,NA,NA,NA,NA,NA,+,ENST00000342922.8|ENST00000311027.9|ENST00000349238.7|ENST00000402799.5|ENST00000406482.5|ENST00000407859.7|ENST00000395344.7|ENST00000395336.7|ENST00000402192.6|ENST00000634938.1,ENSE00003624641.1|ENSE00003588078.1,32|35|33|31|34|7,ENSG00000110514.19,ENSG00000110514.19,FALSE,novel_donor,Y
chr11:61469340-61472745,chr11,61469340,61472745,3406,+,RP11-286N22.8,ENSG00000256591.5,ENSG00000256591.5:s:61469270-61469340,0.580409973,1.00000,7.62E-16,0.003,0.561,FALSE,FALSE,FALSE,2,2,0,ENSG00000256591.5:s:61469270-61469340_61469340-61472745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr11:61547308-61547530,chr11,61547308,61547530,223,-,SYT7,ENSG00000011347.10,ENSG00000011347.10:t:61547177-61547441,0.63289508,1.00000,0.001932079,0,0.642,FALSE,TRUE,TRUE,4,4,0,ENSG00000011347.10:t:61547177-61547441_61547308-61547530,-,ENST00000539008.6|ENST00000539246.5|ENST00000539468.5|ENST00000542836.5|ENST00000542670.5|ENST00000535826.5,ENSE00002212859.1,4,ENSG00000011347.10,NA,NA,NA,NA,NA,ENSG00000011347.10,FALSE,novel_donor,Y
chr11:61547308-61547530,chr11,61547308,61547530,223,-,SYT7,ENSG00000011347.10,ENSG00000011347.10:s:61547530-61547620,0.776440117,1.00000,0.002317854,0.006,0.789,FALSE,TRUE,TRUE,4,3,0,ENSG00000011347.10:s:61547530-61547620_61547308-61547530,-,ENST00000539008.6|ENST00000539246.5|ENST00000539468.5|ENST00000542836.5|ENST00000542670.5|ENST00000535826.5,ENSE00002212859.1,4,ENSG00000011347.10,NA,NA,NA,NA,NA,ENSG00000011347.10,FALSE,novel_donor,Y
chr11:61547620-61551384,chr11,61547620,61551384,3765,-,SYT7,ENSG00000011347.10,ENSG00000011347.10:s:61551384-61551463,0.510121213,1.00000,1.73E-12,0,0.528,FALSE,FALSE,TRUE,5,6,0,ENSG00000011347.10:s:61551384-61551463_61547620-61551384,NA,NA,NA,NA,NA,-,ENST00000539008.6|ENST00000263846.8|ENST00000540677.5|ENST00000539246.5|ENST00000539468.5|ENST00000542836.5|ENST00000542670.5|ENST00000535826.5|ENST00000545053.1,ENSE00000487980.1,3,ENSG00000011347.10,ENSG00000011347.10,FALSE,novel_acceptor,Y
chr11:77813783-77820528,chr11,77813783,77820528,6746,-,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.211880857,1.00000,4.12E-21,0,0.237,FALSE,TRUE,TRUE,6,3,0,ENSG00000048649.14:s:77820528-77820869_77813783-77820528,NA,NA,NA,NA,NA,-,ENST00000308488.11|ENST00000528095.5|ENST00000440064.2|ENST00000467567.1|ENST00000530604.1,ENSE00002199384.2|ENSE00002172907.1|ENSE00002142949.1|ENSE00001950687.1|ENSE00002183701.1,1,ENSG00000048649.14,ENSG00000048649.14,FALSE,novel_acceptor,Y
chr11:77813787-77820528,chr11,77813787,77820528,6742,-,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.194856238,1.00000,2.18E-21,0,0.211,FALSE,TRUE,TRUE,6,3,0,ENSG00000048649.14:s:77820528-77820869_77813787-77820528,NA,NA,NA,NA,NA,-,ENST00000308488.11|ENST00000528095.5|ENST00000440064.2|ENST00000467567.1|ENST00000530604.1,ENSE00002199384.2|ENSE00002172907.1|ENSE00002142949.1|ENSE00001950687.1|ENSE00002183701.1,1,ENSG00000048649.14,ENSG00000048649.14,FALSE,novel_acceptor,Y
chr12:111893585-111894654,chr12,111893585,111894654,1070,+,MAPKAPK5,ENSG00000089022.14,ENSG00000089022.14:s:111893477-111893585,0.32065454,1.00000,2.84E-19,0.009,0.34,FALSE,TRUE,TRUE,4,3,0,ENSG00000089022.14:s:111893477-111893585_111893585-111894654,+,ENST00000547915.1,ENSE00002330489.1,3,ENSG00000089022.14,NA,NA,NA,NA,NA,ENSG00000089022.14,FALSE,novel_acceptor,
chr12:131992230-132005077,chr12,131992230,132005077,12848,+,EP400,ENSG00000183495.14,ENSG00000183495.14:t:132005077-132005184,0.301700563,1.00000,1.06E-19,0.001,0.318,FALSE,FALSE,TRUE,3,3,0,ENSG00000183495.14:t:132005077-132005184_131992230-132005077,+,ENST00000389561.7|ENST00000333577.8,ENSE00001298875.1,11|12,ENSG00000183495.14,+,ENST00000389561.7,ENSE00001290726.1,13,ENSG00000183495.14,ENSG00000183495.14,FALSE,novel_exon_skip,Y
chr12:131992230-132005077,chr12,131992230,132005077,12848,+,EP400,ENSG00000183495.14,ENSG00000183495.14:s:131992173-131992230,0.465034309,1.00000,6.01E-15,0.003,0.479,FALSE,FALSE,TRUE,3,3,0,ENSG00000183495.14:s:131992173-131992230_131992230-132005077,+,ENST00000389561.7|ENST00000333577.8,ENSE00001298875.1,11|12,ENSG00000183495.14,+,ENST00000389561.7,ENSE00001290726.1,13,ENSG00000183495.14,ENSG00000183495.14,FALSE,novel_exon_skip,Y
chr12:43836196-43836744,chr12,43836196,43836744,549,+,TMEM117,ENSG00000139173.10,ENSG00000139173.10:s:43835967-43836196,0.467960159,1.00000,7.98E-18,0.001,0.481,FALSE,FALSE,TRUE,2,3,0,ENSG00000139173.10:s:43835967-43836196_43836196-43836744,+,ENST00000546387.1|ENST00000266534.8|ENST00000551577.5|ENST00000546868.5,ENSE00002395608.1|ENSE00002338108.2|ENSE00002402202.1|ENSE00001267060.4,1,ENSG00000139173.10,NA,NA,NA,NA,NA,ENSG00000139173.10,FALSE,novel_acceptor,Y
chr12:43836901-43844624,chr12,43836901,43844624,7724,+,TMEM117,ENSG00000139173.10,ENSG00000139173.10:t:43844624-43844984,0.427782197,1.00000,3.00E-19,0.001,0.444,FALSE,FALSE,TRUE,2,3,0,ENSG00000139173.10:t:43844624-43844984_43836901-43844624,NA,NA,NA,NA,NA,+,ENST00000546387.1|ENST00000266534.8|ENST00000551577.5|ENST00000546868.5,ENSE00002332407.1|ENSE00001267075.1,2,ENSG00000139173.10,ENSG00000139173.10,FALSE,novel_donor,Y
chr12:55685288-55686202,chr12,55685288,55686202,915,-,ITGA7,ENSG00000135424.18,ENSG00000135424.18:t:55684568-55685288,0.352705492,1.00000,1.56E-20,0,0.373,FALSE,FALSE,TRUE,2,3,1,ENSG00000135424.18:t:55684568-55685288_55685288-55686202,-,ENST00000257879.11|ENST00000553804.6|ENST00000554327.5|ENST00000347027.10|ENST00000452168.6|ENST00000555728.5|ENST00000557555.2,ENSE00003900554.1|ENSE00003558713.1|ENSE00003612861.1|ENSE00002463602.1|ENSE00002446033.1,25|12|26|5,ENSG00000135424.18,-,ENST00000557555.2,ENSE00003558520.1,4,ENSG00000135424.18,ENSG00000135424.18,TRUE,annotated,Y
chr12:55686314-55687971,chr12,55686314,55687971,1658,-,ITGA7,ENSG00000135424.18,ENSG00000135424.18:s:55687971-55688096,0.314174335,1.00000,2.00E-21,0,0.335,FALSE,FALSE,TRUE,2,3,1,ENSG00000135424.18:s:55687971-55688096_55686314-55687971,-,ENST00000557555.2,ENSE00003558520.1,4,ENSG00000135424.18,-,ENST00000257879.11|ENST00000553804.6|ENST00000554327.5|ENST00000347027.10|ENST00000452168.6|ENST00000555728.5|ENST00000557555.2,ENSE00003485322.1|ENSE00003593829.1,24|11|25|3,ENSG00000135424.18,ENSG00000135424.18,TRUE,annotated,Y
chr12:88086789-88087780,chr12,88086789,88087780,992,-,CEP290,ENSG00000198707.17,ENSG00000198707.17:s:88087780-88087944,0.473329779,1.00000,1.88E-16,0.005,0.494,FALSE,TRUE,FALSE,2,2,0,ENSG00000198707.17:s:88087780-88087944_88086789-88087780,NA,NA,NA,NA,NA,-,ENST00000676181.1|ENST00000672647.1|ENST00000547691.8|ENST00000676363.1|ENST00000552810.6|ENST00000309041.12|ENST00000672414.2|ENST00000673058.2|ENST00000674971.1|ENST00000675230.1|ENST00000675408.1|ENST00000675476.1|ENST00000675628.1|ENST00000675794.1|ENST00000675833.1|ENST00000676074.1|ENST00000676448.1,ENSE00003892587.1|ENSE00001635389.1,6|7|8|23|32|31|34|33,ENSG00000198707.17,ENSG00000198707.17,FALSE,novel_acceptor,Y
chr14:24412691-24412997,chr14,24412691,24412997,307,+,NYNRIN,ENSG00000205978.6,ENSG00000205978.6:t:24412997-24413098,0.607701019,1.00000,4.05E-06,0.037,0.622,FALSE,FALSE,TRUE,3,3,1,ENSG00000205978.6:t:24412997-24413098_24412691-24412997,+,ENST00000554505.1,ENSE00002502075.1,1,ENSG00000205978.6,+,ENST00000382554.4|ENST00000554505.1,ENSE00003561380.1|ENSE00003571264.1,7|2,ENSG00000205978.6,ENSG00000205978.6,TRUE,annotated,Y
chr14:30559272-30563746,chr14,30559272,30563746,4475,+,G2E3,ENSG00000092140.16,ENSG00000092140.16:s:30559158-30559272,0.244141367,1.00000,1.06E-20,0,0.262,FALSE,FALSE,TRUE,4,4,0,ENSG00000092140.16:s:30559158-30559272_30559272-30563746,+,ENST00000550944.5|ENST00000544007.5|ENST00000438909.6|ENST00000206595.11|ENST00000552488.1|ENST00000648008.1,ENSE00001650715.2|ENSE00002383832.1|ENSE00003834675.1,1,ENSG00000092140.16,NA,NA,NA,NA,NA,ENSG00000092140.16,FALSE,novel_acceptor,Y
chr14:60812127-60817918,chr14,60812127,60817918,5792,+,MNAT1,ENSG00000020426.11,ENSG00000020426.11:s:60811986-60812127,0.370882583,1.00000,6.53E-20,0.002,0.387,FALSE,FALSE,TRUE,3,4,0,ENSG00000020426.11:s:60811986-60812127_60812127-60817918,+,ENST00000261245.9|ENST00000539616.6|ENST00000556525.1|ENST00000554002.5|ENST00000554641.1|ENST00000557134.1,ENSE00003554119.1|ENSE00003667588.1|ENSE00002470336.1,5|4|2|1,ENSG00000020426.11,NA,NA,NA,NA,NA,ENSG00000020426.11,FALSE,novel_acceptor,Y
chr14:75959345-75960814,chr14,75959345,75960814,1470,-,TGFB3,ENSG00000119699.8,ENSG00000119699.8:s:75960814-75961076,0.379097425,1.00000,3.90E-20,0.004,0.399,TRUE,FALSE,FALSE,2,2,0,ENSG00000119699.8:s:75960814-75961076_75959345-75960814,-,ENST00000238682.8|ENST00000554980.5|ENST00000556674.2|ENST00000556507.1,ENSE00002526160.2|ENSE00000999517.1|ENSE00003901545.1|ENSE00002518360.1,7|4|8|3,ENSG00000119699.8,NA,NA,NA,NA,NA,ENSG00000119699.8,FALSE,novel_donor,Y
chr15:47412472-47469226,chr15,47412472,47469226,56755,+,SEMA6D,ENSG00000137872.17,ENSG00000137872.17:s:47412393-47412472,0.224665956,1.00000,1.01E-22,0,0.246,FALSE,FALSE,TRUE,4,5,0,ENSG00000137872.17:s:47412393-47412472_47412472-47469226,+,ENST00000558014.5|ENST00000559184.5|ENST00000560636.5,ENSE00002565265.1,2|3,ENSG00000137872.17,NA,NA,NA,NA,NA,ENSG00000137872.17,FALSE,novel_acceptor,Y
chr15:52777690-52788780,chr15,52777690,52788780,11091,-,ONECUT1,ENSG00000169856.9,ENSG00000169856.9:s:52788780-52788948,0.442456331,1.00000,5.59E-17,0.001,0.459,FALSE,FALSE,TRUE,3,4,0,ENSG00000169856.9:s:52788780-52788948_52777690-52788780,NA,NA,NA,NA,NA,-,ENST00000305901.7|ENST00000570208.2,ENSE00001224516.8|ENSE00002597207.1,1|2,ENSG00000169856.9,ENSG00000169856.9,FALSE,novel_acceptor,Y
chr15:76336941-76340276,chr15,76336941,76340276,3336,+,ISL2,ENSG00000159556.10,ENSG00000159556.10:s:76336773-76336941,0.294563668,1.00000,7.57E-22,0.016,0.314,FALSE,FALSE,TRUE,2,3,0,ENSG00000159556.10:s:76336773-76336941_76336941-76340276,+,ENST00000290759.9|ENST00000558656.1,ENSE00001299340.7|ENSE00002558729.1,1,ENSG00000159556.10,+,ENST00000290759.9|ENST00000558656.1,ENSE00003618559.1|ENSE00003571750.1,4|3,ENSG00000159556.10,ENSG00000159556.10,FALSE,novel_exon_skip,Y
chr15:76336941-76340276,chr15,76336941,76340276,3336,+,ISL2,ENSG00000159556.10,ENSG00000159556.10:t:76340276-76340559,0.374330255,1.00000,6.39E-18,0.024,0.394,FALSE,FALSE,TRUE,4,4,0,ENSG00000159556.10:t:76340276-76340559_76336941-76340276,+,ENST00000290759.9|ENST00000558656.1,ENSE00001299340.7|ENSE00002558729.1,1,ENSG00000159556.10,+,ENST00000290759.9|ENST00000558656.1,ENSE00003618559.1|ENSE00003571750.1,4|3,ENSG00000159556.10,ENSG00000159556.10,FALSE,novel_exon_skip,Y
chr15:88256486-88256605,chr15,88256486,88256605,120,-,NTRK3,ENSG00000140538.16,ENSG00000140538.16:s:88256605-88256768,0.554604616,1.00000,9.75E-14,0.035,0.574,TRUE,FALSE,FALSE,2,2,0,ENSG00000140538.16:s:88256605-88256768_88256486-88256605,-,ENST00000394480.6|ENST00000355254.6|ENST00000357724.6|ENST00000360948.6|ENST00000540489.6|ENST00000559067.1,ENSE00001518609.1,2,ENSG00000140538.16,NA,NA,NA,NA,NA,ENSG00000140538.16,FALSE,novel_donor,Y
chr16:49638874-49640443,chr16,49638874,49640443,1570,-,ZNF423,ENSG00000102935.12,ENSG00000102935.12:t:49635660-49638874,0.238406217,1.00000,1.35E-22,0.001,0.261,FALSE,FALSE,TRUE,3,4,0,ENSG00000102935.12:t:49635660-49638874_49638874-49640443,-,ENST00000561648.5|ENST00000563137.7|ENST00000562871.5|ENST00000535559.5|ENST00000567169.5|ENST00000562520.1,ENSE00003650454.1|ENSE00003551182.1,5|4|3|2,ENSG00000102935.12,NA,NA,NA,NA,NA,ENSG00000102935.12,FALSE,novel_donor,Y
chr16:50247109-50287912,chr16,50247109,50287912,40804,+,ADCY7,ENSG00000121281.13,ENSG00000121281.13:t:50287882-50287934,0.245690302,1.00000,1.59E-22,0.001,0.268,FALSE,FALSE,TRUE,2,3,0,ENSG00000121281.13:t:50287882-50287934_50247109-50287912,NA,NA,NA,NA,NA,+,ENST00000564965.5|ENST00000566433.6|ENST00000394697.7|ENST00000673801.1|ENST00000673973.1|ENST00000569265.1|ENST00000254235.7,ENSE00002666645.1|ENSE00002629141.1,2|1,ENSG00000121281.13,ENSG00000121281.13,FALSE,novel_donor,
chr16:50608360-50620845,chr16,50608360,50620845,12486,+,NKD1,ENSG00000140807.7,ENSG00000140807.7:s:50608294-50608360,0.632722287,1.00000,6.39E-09,0.001,0.641,FALSE,FALSE,TRUE,2,3,0,ENSG00000140807.7:s:50608294-50608360_50608360-50620845,+,ENST00000564336.1|ENST00000268459.6,ENSE00003504389.1|ENSE00003500109.1,4,ENSG00000140807.7,NA,NA,NA,NA,NA,ENSG00000140807.7,FALSE,novel_acceptor,Y
chr16:50620949-50621602,chr16,50620949,50621602,654,+,NKD1,ENSG00000140807.7,ENSG00000140807.7:t:50621602-50621708,0.715344261,1.00000,0.000192254,0.001,0.723,FALSE,FALSE,TRUE,2,3,0,ENSG00000140807.7:t:50621602-50621708_50620949-50621602,NA,NA,NA,NA,NA,+,ENST00000268459.6,ENSE00000945132.1,5,ENSG00000140807.7,ENSG00000140807.7,FALSE,novel_donor,Y
chr16:70271972-70272796,chr16,70271972,70272796,825,-,AARS1,ENSG00000090861.17,ENSG00000090861.17:t:70271781-70271972,0.273894045,1.00000,3.43E-22,0,0.291,FALSE,FALSE,TRUE,2,3,0,ENSG00000090861.17:t:70271781-70271972_70271972-70272796,-,ENST00000675643.1|ENST00000674963.1|ENST00000675917.1|ENST00000674691.1|ENST00000261772.13|ENST00000675270.1|ENST00000676004.1|ENST00000675691.1|ENST00000676040.1|ENST00000676211.1|ENST00000676209.1|ENST00000675569.1|ENST00000674512.1|ENST00000674652.1|ENST00000674811.1|ENST00000675120.1|ENST00000675133.1|ENST00000675035.1|ENST00000675045.1|ENST00000675403.1|ENST00000676168.1|ENST00000676212.1|ENST00000565361.3|ENST00000675853.1|ENST00000675751.1|ENST00000674768.1|ENST00000675297.1|ENST00000674848.1|ENST00000674962.1|ENST00000675371.1|ENST00000675986.1|ENST00000676247.1|ENST00000564359.6|ENST00000675338.1,ENSE00000694634.1|ENSE00003901077.1,5|4|6,ENSG00000090861.17,NA,NA,NA,NA,NA,ENSG00000090861.17,FALSE,novel_donor,Y
